Year,Student_ID,Gender,State,Assignment,Midterm1,Midterm2,Quiz,Total CourseWorkmarks,Final Marks,Total Marks,Grade
2018,7328,Male,Kelantan,17,9,4,1,31,24,55,C
2014,7329,Female,Malacca,16,6,8,4,34,40,74,B
2012,7330,Male,Negeri Sembilan,19,4,4,3,30,27,57,C
2017,7331,Male,Negeri Sembilan,21,5,9,2,37,39,76,B
2014,7332,Female,Johor,21,5,6,5,37,30,67,B
2017,7333,Male,Malacca,15,3,4,4,26,29,55,C
2012,7334,Female,Pahang,13,4,8,4,29,39,68,B
2017,7335,Male,Negeri Sembilan,15,9,4,4,32,29,61,B
2014,7336,Female,Johor,14,7,4,3,28,28,56,C
2013,7337,Male,Pahang,21,7,4,2,34,27,61,B
2014,7338,Female,Johor,14,6,8,1,29,28,57,C
2016,7339,Female,Pahang,20,6,9,2,37,36,73,B
2015,7340,Female,Terengganu,17,10,4,4,35,25,60,B
2019,7341,Male,Pahang,17,9,3,1,30,29,59,C
2012,7342,Female,Malacca,19,8,6,4,37,22,59,C
2016,7343,Male,Sabah,16,6,3,1,26,38,64,B
2018,7344,Male,Sarawak,16,6,8,3,33,37,70,B
2015,7345,Female,Terengganu,17,6,3,2,28,25,53,C
2015,7346,Female,Sabah,16,10,3,2,31,24,55,C
2018,7347,Female,Perlis,14,6,4,5,29,23,52,C
2018,7348,Male,Kedah,16,8,7,1,32,27,59,C
2013,7349,Female,Sarawak,21,3,7,3,34,34,68,B
2015,7350,Female,Malacca,16,6,8,2,32,27,59,C
2017,7351,Male,Perlis,18,6,6,2,32,34,66,B
2016,7352,Female,Johor,14,3,4,1,22,39,61,B
2013,7353,Female,Penang,16,4,8,2,30,22,52,C
2016,7354,Male,Johor,20,3,10,3,36,25,61,B
2015,7355,Male,Kedah,15,3,8,3,29,35,64,B
2015,7356,Male,Perlis,19,7,8,2,36,37,73,B
2015,7357,Female,Perlis,21,8,7,4,40,35,75,B
2017,7358,Male,Perak,16,5,5,3,29,39,68,B
2015,7359,Female,Kelantan,14,10,3,4,31,36,67,B
2014,7360,Male,Pahang,20,4,8,2,34,23,57,C
2012,7361,Male,Sarawak,18,8,8,5,39,39,78,B
2015,7362,Female,Pahang,16,8,10,3,37,34,71,B
2012,7363,Female,Negeri Sembilan,13,9,3,5,30,32,62,B
2016,7364,Male,Pahang,17,9,9,2,37,32,69,B
2012,7365,Male,Terengganu,17,7,7,3,34,36,70,B
2015,7366,Male,Penang,15,6,10,5,36,36,72,B
2018,7367,Female,Pahang,19,6,6,1,32,35,67,B
2019,7368,Male,Sabah,16,9,8,4,37,33,70,B
2018,7369,Female,Perlis,21,7,5,3,36,38,74,B
2012,7370,Male,Sabah,14,8,9,2,33,25,58,C
2013,7371,Female,Kelantan,17,10,9,2,38,29,67,B
2015,7372,Female,Kelantan,14,9,8,1,32,33,65,B
2019,7373,Male,Selangor,14,9,7,5,35,38,73,B
2019,7374,Female,Sarawak,20,3,5,5,33,26,59,C
2012,7375,Male,Negeri Sembilan,15,6,6,3,30,34,64,B
2018,7376,Female,Perlis,19,6,4,2,31,31,62,B
2018,7377,Female,Pahang,18,10,4,5,37,40,77,B
2012,7378,Female,Negeri Sembilan,19,4,7,3,33,27,60,B
2019,7379,Male,Perlis,14,8,9,3,34,37,71,B
2012,7380,Male,Perlis,19,10,7,2,38,36,74,B
2014,7381,Female,Kedah,19,3,8,3,33,22,55,C
2012,7382,Female,Perlis,16,7,7,1,31,33,64,B
2016,7383,Female,Selangor,13,8,10,4,35,38,73,B
2018,7384,Female,Malacca,19,6,7,2,34,28,62,B
2016,7385,Male,Kedah,19,7,10,2,38,30,68,B
2012,7386,Female,Perak,20,10,7,2,39,32,71,B
2019,7387,Female,Negeri Sembilan,13,5,10,1,29,35,64,B
2014,7388,Male,Terengganu,15,5,7,4,31,33,64,B
2019,7389,Female,Pahang,21,7,9,4,41,29,70,B
2018,7390,Male,Pahang,13,7,9,2,31,25,56,C
2016,7391,Male,Johor,20,6,6,5,37,34,71,B
2017,7392,Male,Sabah,13,4,8,2,27,30,57,C
2019,7393,Female,Perak,20,3,5,2,30,39,69,B
2017,7394,Male,Sabah,13,9,7,5,34,28,62,B
2014,7395,Female,Negeri Sembilan,15,5,6,1,27,22,49,F
2016,7396,Female,Perak,20,4,5,4,33,34,67,B
2019,7397,Male,Perlis,20,6,5,3,34,25,59,C
2013,7398,Female,Kelantan,13,6,7,1,27,23,50,C
2019,7399,Female,Johor,15,10,5,2,32,31,63,B
2014,7400,Male,Perak,17,3,7,3,30,23,53,C
2015,7401,Female,Perlis,20,5,7,3,35,29,64,B
2018,7402,Male,Perak,18,3,10,3,34,25,59,C
2018,7403,Male,Perlis,19,8,3,1,31,40,71,B
2016,7404,Male,Johor,18,7,7,4,36,39,75,B
2013,7405,Male,Sarawak,21,9,6,5,41,24,65,B
2017,7406,Male,Kelantan,20,7,9,5,41,28,69,B
2019,7407,Male,Penang,17,9,6,2,34,36,70,B
2015,7408,Female,Negeri Sembilan,17,5,5,4,31,30,61,B
2018,7409,Male,Negeri Sembilan,15,7,8,3,33,37,70,B
2019,7410,Male,Penang,18,6,9,1,34,40,74,B
2018,7411,Male,Negeri Sembilan,20,8,9,3,40,33,73,B
2014,7412,Male,Selangor,20,6,9,5,40,28,68,B
2017,7413,Female,Kedah,20,3,5,4,32,30,62,B
2018,7414,Female,Negeri Sembilan,16,10,10,4,40,25,65,B
2016,7415,Female,Penang,19,3,6,5,33,38,71,B
2012,7416,Female,Johor,13,7,9,2,31,31,62,B
2014,7417,Male,Perak,15,5,9,2,31,25,56,C
2013,7418,Female,Pahang,18,5,4,4,31,34,65,B
2012,7419,Male,Sarawak,15,5,5,2,27,26,53,C
2013,7420,Male,Negeri Sembilan,15,4,7,1,27,32,59,C
2012,7421,Female,Sabah,20,10,8,5,43,31,74,B
2016,7422,Male,Perak,13,5,6,1,25,32,57,C
2017,7423,Male,Perlis,15,4,9,3,31,22,53,C
2012,7424,Female,Negeri Sembilan,19,10,9,3,41,39,80,A
2014,7425,Female,Johor,14,4,7,3,28,35,63,B
2014,7426,Male,Sarawak,13,9,4,2,28,30,58,C
2019,7427,Female,Penang,19,4,5,4,32,27,59,C
2018,7428,Male,Sarawak,21,9,4,1,35,34,69,B
2016,7429,Female,Selangor,14,8,4,3,29,30,59,C
2018,7430,Female,Sabah,14,3,6,1,24,35,59,C
2013,7431,Male,Perlis,16,5,3,1,25,32,57,C
2016,7432,Female,Negeri Sembilan,13,10,3,2,28,38,66,B
2014,7433,Female,Perak,19,9,7,1,36,38,74,B
2013,7434,Female,Johor,14,4,10,4,32,38,70,B
2017,7435,Male,Kelantan,16,5,6,3,30,22,52,C
2017,7436,Male,Perak,17,10,8,5,40,31,71,B
2014,7437,Male,Johor,13,4,7,1,25,29,54,C
2016,7438,Female,Perlis,20,7,6,3,36,37,73,B
2015,7439,Male,Kedah,13,9,6,4,32,25,57,C
2013,7440,Male,Perak,15,10,8,5,38,38,76,B
2018,7441,Female,Selangor,19,6,7,1,33,37,70,B
2013,7442,Female,Negeri Sembilan,14,4,6,3,27,40,67,B
2017,7443,Female,Selangor,20,8,8,4,40,23,63,B
2018,7444,Male,Kedah,14,3,5,3,25,24,49,F
2018,7445,Male,Kelantan,19,10,6,2,37,24,61,B
2018,7446,Male,Sabah,15,9,7,5,36,29,65,B
2019,7447,Female,Negeri Sembilan,20,4,8,5,37,36,73,B
2013,7448,Male,Terengganu,13,7,3,1,24,37,61,B
2015,7449,Female,Negeri Sembilan,15,5,4,1,25,36,61,B
2017,7450,Female,Kelantan,17,10,3,2,32,29,61,B
2019,7451,Male,Kelantan,20,3,7,2,32,24,56,C
2014,7452,Male,Perak,15,5,5,4,29,25,54,C
2012,7453,Male,Selangor,15,8,5,4,32,37,69,B
2015,7454,Female,Kelantan,19,8,7,3,37,38,75,B
2013,7455,Male,Kelantan,15,6,5,3,29,36,65,B
2012,7456,Male,Sarawak,15,5,8,2,30,40,70,B
2018,7457,Female,Kelantan,21,6,5,2,34,31,65,B
2019,7458,Male,Sabah,19,8,10,3,40,31,71,B
2017,7459,Female,Terengganu,15,3,9,3,30,22,52,C
2015,7460,Female,Negeri Sembilan,15,5,9,1,30,39,69,B
2019,7461,Female,Kelantan,13,10,10,1,34,39,73,B
2017,7462,Female,Penang,21,4,9,2,36,25,61,B
2012,7463,Male,Sarawak,16,7,6,2,31,30,61,B
2018,7464,Female,Selangor,18,9,4,5,36,23,59,C
2016,7465,Female,Perak,14,5,9,2,30,40,70,B
2014,7466,Female,Negeri Sembilan,21,8,9,5,43,31,74,B
2019,7467,Male,Perak,20,4,9,2,35,31,66,B
2015,7468,Female,Kelantan,13,5,6,4,28,33,61,B
2013,7469,Female,Malacca,21,6,5,3,35,24,59,C
2012,7470,Female,Terengganu,19,6,9,4,38,38,76,B
2013,7471,Male,Perlis,17,8,5,2,32,39,71,B
2015,7472,Female,Kedah,21,10,10,1,42,23,65,B
2013,7473,Female,Penang,20,5,3,2,30,28,58,C
2013,7474,Female,Sabah,17,10,5,5,37,27,64,B
2015,7475,Female,Pahang,20,6,9,2,37,32,69,B
2018,7476,Female,Malacca,16,6,8,3,33,31,64,B
2013,7477,Male,Perak,20,3,6,2,31,22,53,C
2018,7478,Female,Pahang,13,9,4,1,27,27,54,C
2017,7479,Female,Kedah,14,6,7,4,31,37,68,B
2018,7480,Female,Johor,21,6,4,2,33,24,57,C
2018,7481,Female,Johor,21,4,3,3,31,36,67,B
2015,7482,Female,Perak,20,6,4,5,35,31,66,B
2017,7483,Female,Pahang,17,8,8,3,36,32,68,B
2019,7484,Male,Penang,20,4,6,1,31,23,54,C
2015,7485,Female,Kedah,16,7,7,5,35,28,63,B
2012,7486,Male,Penang,19,8,4,3,34,29,63,B
2017,7487,Female,Kelantan,15,9,7,1,32,25,57,C
2019,7488,Female,Selangor,20,10,3,1,34,24,58,C
2017,7489,Male,Kelantan,15,10,9,2,36,29,65,B
2019,7490,Male,Johor,14,5,6,3,28,26,54,C
2013,7491,Male,Perlis,14,6,7,1,28,26,54,C
2012,7492,Female,Pahang,18,6,5,1,30,34,64,B
2018,7493,Male,Kelantan,15,8,4,4,31,38,69,B
2018,7494,Female,Perlis,14,5,8,5,32,31,63,B
2014,7495,Male,Perlis,13,6,4,3,26,27,53,C
2018,7496,Female,Sabah,13,10,4,5,32,27,59,C
2013,7497,Female,Johor,16,9,4,1,30,22,52,C
2012,7498,Female,Johor,13,8,3,5,29,28,57,C
2016,7499,Male,Selangor,21,4,6,3,34,30,64,B
2013,7500,Male,Selangor,16,10,8,3,37,35,72,B
2014,7501,Male,Pahang,19,10,7,2,38,35,73,B
2014,7502,Female,Kedah,21,8,4,3,36,25,61,B
2017,7503,Male,Perlis,19,7,10,5,41,36,77,B
2015,7504,Female,Kelantan,17,10,10,2,39,40,79,A
2014,7505,Female,Negeri Sembilan,13,4,3,1,21,22,43,F
2016,7506,Female,Penang,18,9,9,1,37,37,74,B
2016,7507,Male,Kedah,18,8,8,3,37,37,74,B
2015,7508,Female,Perlis,15,3,10,4,32,27,59,C
2014,7509,Male,Selangor,21,7,10,3,41,29,70,B
2018,7510,Female,Malacca,21,8,8,4,41,22,63,B
2018,7511,Male,Sabah,18,7,4,3,32,27,59,C
2015,7512,Male,Kedah,14,8,9,4,35,30,65,B
2016,7513,Male,Perak,18,3,8,5,34,40,74,B
2015,7514,Male,Selangor,16,3,10,4,33,36,69,B
2012,7515,Male,Negeri Sembilan,14,3,5,5,27,25,52,C
2019,7516,Male,Malacca,15,9,5,5,34,38,72,B
2018,7517,Female,Pahang,21,5,4,1,31,30,61,B
2015,7518,Male,Sabah,17,4,7,2,30,29,59,C
2013,7519,Male,Perak,13,10,8,4,35,36,71,B
2019,7520,Male,Terengganu,17,8,6,1,32,39,71,B
2017,7521,Female,Selangor,18,10,9,4,41,40,81,A
2017,7522,Female,Perak,13,4,6,1,24,38,62,B
2019,7523,Female,Johor,16,8,4,1,29,38,67,B
2019,7524,Female,Johor,15,9,9,5,38,26,64,B
2014,7525,Male,Sarawak,21,7,10,3,41,27,68,B
2018,7526,Male,Kedah,18,4,7,1,30,30,60,B
2016,7527,Male,Negeri Sembilan,15,5,9,4,33,31,64,B
2012,7528,Male,Terengganu,18,9,4,2,33,33,66,B
2013,7529,Male,Kedah,20,8,7,2,37,40,77,B
2017,7530,Male,Pahang,16,10,8,4,38,24,62,B
2013,7531,Female,Negeri Sembilan,21,3,9,1,34,39,73,B
2016,7532,Female,Kelantan,21,3,4,4,32,24,56,C
2012,7533,Female,Kedah,15,8,5,3,31,32,63,B
2014,7534,Female,Malacca,16,3,8,2,29,33,62,B
2013,7535,Female,Terengganu,15,8,8,2,33,34,67,B
2015,7536,Female,Penang,14,9,8,2,33,22,55,C
2012,7537,Male,Penang,21,7,10,4,42,37,79,A
2015,7538,Male,Malacca,19,4,5,4,32,30,62,B
2014,7539,Female,Sabah,14,10,8,1,33,25,58,C
2019,7540,Female,Penang,17,7,9,4,37,29,66,B
2015,7541,Male,Terengganu,20,9,4,2,35,32,67,B
2014,7542,Female,Kedah,18,5,10,4,37,34,71,B
2015,7543,Female,Terengganu,17,5,6,3,31,28,59,C
2015,7544,Female,Perlis,19,6,6,2,33,34,67,B
2012,7545,Female,Johor,15,7,10,2,34,31,65,B
2019,7546,Male,Johor,14,6,10,5,35,25,60,B
2015,7547,Female,Negeri Sembilan,19,5,8,4,36,31,67,B
2012,7548,Female,Negeri Sembilan,16,4,5,4,29,40,69,B
2013,7549,Male,Kelantan,16,5,5,5,31,36,67,B
2014,7550,Female,Malacca,18,8,6,3,35,40,75,B
2016,7551,Female,Malacca,18,5,8,4,35,35,70,B
2015,7552,Male,Terengganu,15,8,3,3,29,31,60,B
2014,7553,Male,Penang,21,5,7,3,36,28,64,B
2014,7554,Male,Kelantan,13,7,7,5,32,23,55,C
2012,7555,Male,Malacca,14,4,4,2,24,30,54,C
2014,7556,Male,Malacca,20,3,7,1,31,32,63,B
2012,7557,Male,Sarawak,16,10,8,2,36,24,60,B
2018,7558,Male,Selangor,21,4,10,1,36,34,70,B
2016,7559,Male,Johor,21,4,7,4,36,33,69,B
2019,7560,Female,Perak,15,3,5,2,25,29,54,C
2018,7561,Female,Kedah,19,10,4,3,36,25,61,B
2017,7562,Male,Johor,14,3,4,1,22,27,49,F
2013,7563,Female,Kedah,14,10,5,4,33,22,55,C
2018,7564,Female,Johor,19,4,5,1,29,38,67,B
2012,7565,Male,Negeri Sembilan,18,7,5,5,35,30,65,B
2017,7566,Male,Perlis,16,7,10,4,37,34,71,B
2015,7567,Female,Penang,21,7,7,4,39,35,74,B
2017,7568,Female,Johor,13,7,7,5,32,25,57,C
2016,7569,Female,Penang,21,4,4,4,33,31,64,B
2017,7570,Male,Negeri Sembilan,16,6,9,4,35,35,70,B
2017,7571,Female,Terengganu,16,7,8,2,33,30,63,B
2012,7572,Female,Sarawak,14,9,4,2,29,40,69,B
2014,7573,Male,Johor,13,5,4,1,23,32,55,C
2017,7574,Female,Sabah,19,5,9,1,34,22,56,C
2013,7575,Female,Selangor,18,10,9,2,39,23,62,B
2014,7576,Female,Kelantan,17,4,6,1,28,36,64,B
2015,7577,Female,Perak,20,6,7,1,34,28,62,B
2017,7578,Male,Kelantan,21,6,8,2,37,32,69,B
2016,7579,Female,Sabah,18,4,4,3,29,32,61,B
2018,7580,Female,Johor,21,9,7,5,42,26,68,B
2014,7581,Female,Pahang,14,4,5,1,24,23,47,F
2016,7582,Female,Malacca,16,8,5,4,33,27,60,B
2014,7583,Male,Johor,18,10,10,2,40,39,79,A
2018,7584,Female,Kedah,20,4,10,5,39,33,72,B
2019,7585,Female,Sabah,16,5,10,2,33,28,61,B
2013,7586,Female,Terengganu,18,5,4,2,29,33,62,B
2017,7587,Female,Kedah,14,10,9,2,35,32,67,B
2016,7588,Female,Sabah,21,7,3,3,34,25,59,C
2016,7589,Female,Penang,13,7,6,4,30,31,61,B
2018,7590,Male,Malacca,19,3,9,1,32,27,59,C
2018,7591,Male,Johor,16,10,3,3,32,37,69,B
2018,7592,Male,Kelantan,18,4,8,2,32,34,66,B
2017,7593,Male,Kedah,13,6,7,3,29,22,51,C
2016,7594,Female,Sarawak,18,5,5,3,31,22,53,C
2013,7595,Female,Terengganu,18,8,4,5,35,33,68,B
2019,7596,Male,Sarawak,19,4,7,4,34,26,60,B
2014,7597,Male,Selangor,17,6,8,4,35,33,68,B
2018,7598,Female,Perak,19,3,3,2,27,30,57,C
2017,7599,Male,Negeri Sembilan,14,7,10,2,33,35,68,B
2015,7600,Female,Selangor,16,3,5,1,25,35,60,B
2012,7601,Female,Kelantan,14,8,7,3,32,38,70,B
2013,7602,Male,Pahang,21,7,5,5,38,39,77,B
2016,7603,Female,Perak,14,3,3,2,22,23,45,F
2018,7604,Female,Malacca,18,5,3,5,31,24,55,C
2012,7605,Female,Negeri Sembilan,19,7,4,1,31,25,56,C
2012,7606,Female,Pahang,19,5,9,5,38,30,68,B
2018,7607,Female,Pahang,16,5,8,3,32,25,57,C
2019,7608,Male,Perlis,17,10,8,2,37,36,73,B
2015,7609,Female,Kedah,19,4,10,5,38,33,71,B
2014,7610,Female,Selangor,18,4,9,3,34,23,57,C
2014,7611,Male,Kedah,19,4,6,5,34,38,72,B
2018,7612,Female,Johor,19,10,3,1,33,25,58,C
2019,7613,Male,Kedah,19,10,8,5,42,34,76,B
2018,7614,Female,Sabah,13,4,6,2,25,24,49,F
2015,7615,Female,Penang,17,5,7,5,34,35,69,B
2019,7616,Female,Kelantan,17,4,8,3,32,31,63,B
2015,7617,Male,Sarawak,17,10,7,5,39,39,78,B
2014,7618,Female,Penang,14,4,5,3,26,26,52,C
2013,7619,Male,Selangor,17,9,4,4,34,36,70,B
2013,7620,Male,Penang,18,3,9,2,32,30,62,B
2013,7621,Male,Sarawak,19,8,4,1,32,27,59,C
2015,7622,Female,Perak,14,3,6,4,27,38,65,B
2016,7623,Female,Selangor,20,10,5,3,38,30,68,B
2018,7624,Male,Malacca,15,10,8,4,37,31,68,B
2014,7625,Female,Terengganu,16,3,4,3,26,27,53,C
2018,7626,Female,Sarawak,19,7,7,2,35,35,70,B
2017,7627,Female,Sabah,17,3,6,2,28,31,59,C
2017,7628,Female,Kelantan,19,4,8,1,32,31,63,B
2019,7629,Male,Negeri Sembilan,15,10,8,3,36,35,71,B
2013,7630,Female,Perlis,21,8,4,5,38,24,62,B
2013,7631,Male,Malacca,21,10,7,3,41,24,65,B
2018,7632,Male,Negeri Sembilan,21,6,5,3,35,31,66,B
2016,7633,Female,Negeri Sembilan,16,4,10,4,34,36,70,B
2014,7634,Male,Terengganu,13,9,7,5,34,37,71,B
2015,7635,Female,Malacca,21,3,4,4,32,39,71,B
2014,7636,Female,Terengganu,17,10,3,5,35,27,62,B
2018,7637,Male,Perak,16,3,7,5,31,25,56,C
2015,7638,Female,Malacca,15,8,9,5,37,34,71,B
2012,7639,Male,Sabah,13,8,8,5,34,36,70,B
2014,7640,Male,Kelantan,14,9,6,3,32,31,63,B
2017,7641,Female,Terengganu,20,5,5,3,33,22,55,C
2018,7642,Male,Kedah,21,4,5,3,33,33,66,B
2014,7643,Male,Penang,13,7,4,4,28,23,51,C
2019,7644,Male,Sarawak,20,9,4,2,35,34,69,B
2017,7645,Male,Pahang,21,5,3,2,31,22,53,C
2013,7646,Male,Kedah,15,9,10,4,38,26,64,B
2018,7647,Female,Johor,16,10,8,4,38,26,64,B
2013,7648,Male,Perak,14,6,3,4,27,39,66,B
2018,7649,Male,Penang,13,5,7,4,29,36,65,B
2018,7650,Male,Johor,18,3,4,3,28,37,65,B
2017,7651,Male,Malacca,18,5,5,2,30,23,53,C
2018,7652,Female,Pahang,21,5,9,5,40,33,73,B
2012,7653,Male,Pahang,21,9,3,2,35,32,67,B
2018,7654,Male,Kelantan,21,4,8,2,35,24,59,C
2013,7655,Female,Penang,18,3,10,2,33,28,61,B
2016,7656,Female,Sabah,17,3,8,1,29,35,64,B
2014,7657,Female,Sarawak,18,3,9,5,35,26,61,B
2018,7658,Female,Negeri Sembilan,19,3,8,2,32,36,68,B
2016,7659,Female,Kedah,13,5,8,4,30,29,59,C
2018,7660,Female,Negeri Sembilan,13,5,4,4,26,31,57,C
2016,7661,Female,Pahang,20,7,3,2,32,33,65,B
2015,7662,Male,Kelantan,16,8,9,4,37,36,73,B
2015,7663,Female,Pahang,21,4,3,2,30,27,57,C
2013,7664,Female,Perak,20,7,6,2,35,37,72,B
2015,7665,Male,Selangor,18,9,4,5,36,28,64,B
2012,7666,Male,Kelantan,14,9,3,5,31,31,62,B
2015,7667,Male,Perlis,21,5,7,3,36,34,70,B
2015,7668,Male,Malacca,18,6,10,1,35,22,57,C
2016,7669,Male,Terengganu,15,7,4,2,28,23,51,C
2015,7670,Female,Perlis,13,10,5,4,32,30,62,B
2013,7671,Female,Penang,16,4,7,5,32,39,71,B
2018,7672,Female,Penang,17,9,10,2,38,22,60,B
2019,7673,Male,Selangor,14,4,3,5,26,31,57,C
2012,7674,Male,Terengganu,19,10,3,1,33,28,61,B
2013,7675,Male,Perak,16,8,7,4,35,28,63,B
2017,7676,Male,Pahang,14,7,9,3,33,40,73,B
2014,7677,Male,Sabah,21,6,5,2,34,23,57,C
2013,7678,Male,Kelantan,18,6,9,3,36,26,62,B
2017,7679,Male,Sarawak,16,10,10,1,37,38,75,B
2017,7680,Female,Perlis,16,3,10,5,34,37,71,B
2016,7681,Male,Kelantan,20,8,7,3,38,35,73,B
2012,7682,Female,Selangor,19,8,6,2,35,34,69,B
2014,7683,Male,Sarawak,19,10,9,5,43,36,79,A
2013,7684,Female,Penang,17,9,5,5,36,22,58,C
2013,7685,Female,Kelantan,13,4,6,3,26,25,51,C
2016,7686,Male,Selangor,21,8,7,4,40,37,77,B
2014,7687,Male,Kelantan,21,7,4,2,34,33,67,B
2015,7688,Male,Malacca,17,10,6,3,36,32,68,B
2017,7689,Female,Kedah,18,8,4,2,32,38,70,B
2015,7690,Male,Pahang,18,6,7,2,33,32,65,B
2014,7691,Female,Malacca,13,10,10,3,36,25,61,B
2012,7692,Male,Pahang,21,10,4,1,36,36,72,B
2014,7693,Male,Sarawak,18,8,9,2,37,27,64,B
2018,7694,Male,Terengganu,20,10,8,1,39,40,79,A
2018,7695,Male,Pahang,13,10,7,5,35,32,67,B
2013,7696,Male,Kedah,19,7,5,1,32,23,55,C
2019,7697,Male,Selangor,14,4,4,2,24,34,58,C
2012,7698,Male,Perlis,14,10,8,5,37,29,66,B
2018,7699,Female,Kedah,19,8,8,2,37,30,67,B
2014,7700,Male,Pahang,21,4,8,2,35,31,66,B
2014,7701,Female,Sarawak,20,4,3,1,28,29,57,C
2017,7702,Female,Pahang,15,4,8,2,29,28,57,C
2014,7703,Female,Perlis,17,10,10,3,40,31,71,B
2013,7704,Male,Sarawak,14,9,9,4,36,23,59,C
2013,7705,Female,Selangor,18,5,6,3,32,31,63,B
2016,7706,Male,Perlis,15,3,9,4,31,33,64,B
2012,7707,Female,Kelantan,18,4,3,3,28,23,51,C
2018,7708,Male,Pahang,14,3,4,1,22,30,52,C
2013,7709,Female,Kelantan,13,7,10,2,32,26,58,C
2019,7710,Male,Penang,17,10,10,2,39,36,75,B
2012,7711,Female,Kelantan,15,6,9,1,31,22,53,C
2018,7712,Male,Perlis,14,8,4,4,30,33,63,B
2016,7713,Male,Perak,14,10,8,2,34,39,73,B
2015,7714,Female,Terengganu,13,10,10,3,36,25,61,B
2018,7715,Female,Malacca,21,5,7,5,38,36,74,B
2018,7716,Male,Malacca,20,10,10,2,42,38,80,A
2014,7717,Female,Sarawak,20,6,4,5,35,31,66,B
2012,7718,Female,Malacca,19,8,4,5,36,29,65,B
2019,7719,Male,Negeri Sembilan,16,8,10,5,39,23,62,B
2018,7720,Female,Penang,21,4,4,3,32,23,55,C
2018,7721,Male,Terengganu,18,5,10,1,34,33,67,B
2018,7722,Male,Perlis,18,9,6,2,35,22,57,C
2016,7723,Female,Perlis,16,9,6,5,36,27,63,B
2013,7724,Female,Perlis,19,4,3,2,28,25,53,C
2013,7725,Female,Kelantan,16,6,4,4,30,25,55,C
2015,7726,Male,Malacca,21,6,4,3,34,34,68,B
2016,7727,Female,Selangor,18,3,7,1,29,34,63,B
2016,7728,Male,Negeri Sembilan,17,6,7,1,31,36,67,B
2012,7729,Female,Penang,20,4,7,1,32,37,69,B
2017,7730,Female,Negeri Sembilan,15,6,8,3,32,22,54,C
2013,7731,Male,Terengganu,19,5,4,2,30,37,67,B
2018,7732,Female,Kedah,16,3,9,3,31,23,54,C
2018,7733,Male,Selangor,14,9,5,1,29,32,61,B
2013,7734,Male,Sarawak,20,6,7,5,38,37,75,B
2014,7735,Male,Sarawak,13,8,9,1,31,30,61,B
2012,7736,Female,Kelantan,16,6,9,4,35,31,66,B
2013,7737,Male,Terengganu,15,9,7,1,32,22,54,C
2012,7738,Male,Malacca,17,3,9,3,32,38,70,B
2016,7739,Male,Johor,17,7,3,4,31,25,56,C
2013,7740,Male,Perlis,13,8,10,1,32,24,56,C
2013,7741,Female,Kelantan,20,8,10,1,39,40,79,A
2012,7742,Female,Perlis,14,5,6,5,30,25,55,C
2018,7743,Female,Kedah,14,8,6,3,31,26,57,C
2013,7744,Female,Terengganu,17,7,7,5,36,29,65,B
2018,7745,Male,Kelantan,19,5,3,1,28,25,53,C
2013,7746,Female,Negeri Sembilan,20,3,9,3,35,33,68,B
2015,7747,Female,Perak,21,3,5,5,34,32,66,B
2018,7748,Female,Selangor,17,6,6,3,32,31,63,B
2018,7749,Female,Pahang,16,9,5,2,32,30,62,B
2016,7750,Male,Penang,16,8,8,5,37,29,66,B
2013,7751,Male,Kedah,18,4,5,1,28,35,63,B
2013,7752,Female,Pahang,21,3,10,2,36,35,71,B
2012,7753,Female,Sarawak,13,8,5,4,30,36,66,B
2015,7754,Female,Malacca,19,8,9,3,39,33,72,B
2016,7755,Male,Perak,18,10,7,4,39,39,78,B
2013,7756,Male,Sabah,20,9,8,1,38,27,65,B
2012,7757,Female,Perlis,13,8,8,2,31,40,71,B
2012,7758,Female,Johor,15,8,6,2,31,25,56,C
2019,7759,Female,Johor,13,9,3,2,27,40,67,B
2019,7760,Female,Perak,14,5,5,3,27,26,53,C
2017,7761,Male,Selangor,21,5,5,5,36,39,75,B
2016,7762,Male,Sabah,19,7,9,3,38,33,71,B
2019,7763,Male,Sarawak,14,3,4,1,22,36,58,C
2019,7764,Male,Sabah,15,7,8,1,31,25,56,C
2018,7765,Male,Kedah,15,5,8,5,33,33,66,B
2012,7766,Male,Pahang,16,8,8,5,37,40,77,B
2018,7767,Female,Kedah,14,4,10,3,31,34,65,B
2017,7768,Male,Negeri Sembilan,14,8,5,2,29,34,63,B
2014,7769,Male,Perlis,17,6,9,3,35,32,67,B
2017,7770,Female,Malacca,20,7,4,3,34,30,64,B
2015,7771,Female,Sabah,21,5,7,3,36,27,63,B
2019,7772,Male,Pahang,21,6,9,5,41,31,72,B
2015,7773,Female,Sabah,13,3,9,2,27,27,54,C
2012,7774,Female,Perlis,20,7,10,5,42,32,74,B
2015,7775,Male,Malacca,14,5,6,4,29,34,63,B
2017,7776,Female,Pahang,13,4,10,3,30,22,52,C
2018,7777,Male,Kedah,16,5,8,2,31,33,64,B
2012,7778,Male,Selangor,21,5,9,5,40,26,66,B
2016,7779,Female,Malacca,17,4,4,4,29,39,68,B
2019,7780,Male,Kedah,15,3,9,2,29,33,62,B
2012,7781,Male,Pahang,13,6,6,3,28,30,58,C
2018,7782,Female,Selangor,20,5,7,1,33,32,65,B
2012,7783,Female,Kelantan,19,5,7,1,32,26,58,C
2017,7784,Male,Malacca,17,5,3,4,29,22,51,C
